,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,9.724915008021506e-05,9.644309652325607e-05,9.4771159903717e-05,9.226619751339658e-05,8.782686387476734e-05,8.15312440690185e-05,7.412948770992215e-05,6.68727481375986e-05,6.004469216699012e-05,5.4219622892153036e-05,4.8928702430017956e-05,4.409455633412698e-05,3.9627389945281555e-05,3.5453487156611106e-05,3.153742232098887e-05,2.7873050428970135e-05,2.443540661836924e-05,2.1199943936381744e-05,1.8174882427577016e-05,1.5346557523597193e-05,1.2715688248323865e-05,1.0370188057445866e-05,8.279074261454208e-06,6.494192609145289e-06,5.0343748497131545e-06,3.906459949967275e-06,3.0648857963023097e-06,2.459209277181695e-06,2.0222382035034273e-06,1.700281239894692e-06,1.4605620378181877e-06,1.2756173017029248e-06,1.1290597991544167e-06,1.0118187793751893e-06,9.161781310801865e-07,8.362264302007095e-07,7.685638441409465e-07,7.1098071554649e-07,6.612604984758361e-07,6.17922625756834e-07,5.798305361092241e-07,5.466103943146091e-07,5.158875301320489e-07,4.889292893219101e-07,4.646201537447985e-07,4.4259134865642424e-07,4.2253895537322865e-07,4.042103557375263e-07,3.873939306258602e-07,3.719111180556323e-07
1,9.847055032910535e-05,9.812532970238626e-05,9.709979684962306e-05,9.513168898170621e-05,9.228772856020547e-05,8.73746728805667e-05,8.062797958388876e-05,7.313221348331882e-05,6.599212141202301e-05,5.9291714757769686e-05,5.3571190492733416e-05,4.837220474349565e-05,4.3606721974764046e-05,3.919042615397708e-05,3.505954757951598e-05,3.119025856406181e-05,2.7571016852332962e-05,2.416229040965286e-05,2.0965902205257097e-05,1.7978659651029736e-05,1.5188157950637905e-05,1.2595479703769648e-05,1.028364815292376e-05,8.230545487225233e-06,6.475410285700975e-06,5.043729779617895e-06,3.925955102162751e-06,3.0917497062725486e-06,2.4880821175566677e-06,2.050374999557232e-06,1.7265754518713942e-06,1.4847223298595258e-06,1.2977084745755001e-06,1.149278963399393e-06,1.0303739371169387e-06,9.332751286538323e-07,8.520461629978795e-07,7.832594948270704e-07,7.246920496738906e-07,6.741017907055711e-07,6.299910946278243e-07,5.912091302810212e-07,5.568613768229724e-07,5.260860533286105e-07,4.986233178234926e-07,4.73855684799951e-07,4.514085725181919e-07,4.3097315582983194e-07,4.1229265127883735e-07,3.9515188689019155e-07
2,9.943017880861909e-05,9.947206612782755e-05,9.893676614425737e-05,9.766923074577168e-05,9.536747622949141e-05,9.202595999291909e-05,8.669658002266305e-05,7.963089554044052e-05,7.209431505010989e-05,6.475322677432377e-05,5.8543212500093224e-05,5.292517171313185e-05,4.7807766816382145e-05,4.311197964188029e-05,3.874687018230264e-05,3.464731240572915e-05,3.083708005745574e-05,2.7258433859408417e-05,2.3888588474910876e-05,2.0730966456052763e-05,1.7781206130646973e-05,1.5029044275267061e-05,1.2479083981105345e-05,1.020148483736998e-05,8.182054862032706e-06,6.455423876986333e-06,5.047447723950237e-06,3.944498374114053e-06,3.117743564526569e-06,2.5162658384041596e-06,2.078003052697131e-06,1.7525022660456599e-06,1.5086085333345329e-06,1.3196045639512823e-06,1.1693521544400784e-06,1.048817732046193e-06,9.502855256422934e-07,8.677973820318808e-07,7.979000997089661e-07,7.383584952990378e-07,6.869059998202844e-07,6.420285699450344e-07,6.025615485521722e-07,5.676633474359123e-07,5.36923702466661e-07,5.083007125272238e-07,4.830766943418691e-07,4.6021303853222476e-07,4.3939607908409517e-07,4.2036492370715097e-07
3,0.00010018604261873797,0.00010051994939192939,0.00010040769141329522,9.967156652075438e-05,9.814184899331666e-05,9.549290123195035e-05,9.19284768425656e-05,8.583285867536703e-05,7.859257903728392e-05,7.108759343949112e-05,6.383072238791144e-05,5.7796593570215406e-05,5.2275919244704895e-05,4.723784452086435e-05,4.2606590361859765e-05,3.829801991820012e-05,3.425835810171656e-05,3.0481650608478593e-05,2.6942644881359556e-05,2.3585611644972855e-05,2.0494023495757376e-05,1.757024275129023e-05,1.4871885723956732e-05,1.235731850444543e-05,1.011898697303458e-05,8.13695688866516e-06,6.435731731176541e-06,5.050403274026846e-06,3.962143632121157e-06,3.14290148936042e-06,2.5437786694380542e-06,2.1051307486463417e-06,1.7780649347423336e-06,1.5322298372022114e-06,1.3413053785825196e-06,1.189278782165878e-06,1.0671494527170436e-06,9.672086222025287e-07,8.834957848595948e-07,8.124850821010463e-07,7.519795434254549e-07,6.996726835446004e-07,6.540346690542674e-07,6.138874568727973e-07,5.783805034923427e-07,5.47093669072972e-07,5.179612509042767e-07,4.922829889009414e-07,4.69004572139847e-07,4.4780757113165387e-07
4,0.00010083135536106281,0.00010135491460102159,0.00010157288922948986,0.00010127518107474187,0.00010032896509194892,9.851922669643914e-05,9.547880829963946e-05,9.147361182471284e-05,8.509623415253185e-05,7.746335078084763e-05,7.005724569788284e-05,6.296643896624319e-05,5.70550120414723e-05,5.162151889460992e-05,4.666421411584426e-05,4.2104176401617735e-05,3.782660799084924e-05,3.382711160467793e-05,3.012040879392547e-05,2.658932039020144e-05,2.3286483311414968e-05,2.025627445457576e-05,1.7372175289189128e-05,1.4713867723837393e-05,1.2234280374775305e-05,1.0025970669744738e-05,8.087428792760783e-06,6.4156622953549775e-06,5.052663681025043e-06,3.978960971259861e-06,3.1672562545340882e-06,2.5706385469942878e-06,2.1317665704326095e-06,1.8031939210096539e-06,1.5555872679638924e-06,1.3628108434059244e-06,1.2090583322508692e-06,1.0853684446442252e-06,9.84043752242106e-07,8.991077650033454e-07,8.270138813641887e-07,7.655547040074988e-07,7.124014125009985e-07,6.660090149482597e-07,6.251865259172334e-07,5.890747620334104e-07,5.567272440277144e-07,5.276047127051107e-07,5.014743719664157e-07,4.777830014582735e-07
5,0.00010132595948455772,0.00010204706489894621,0.00010247099030105806,0.00010255304006345523,0.00010207252585945066,0.00010089399020851677,9.87742393748123e-05,9.584562370335616e-05,9.076066576653011e-05,8.395042349249413e-05,7.637463867304178e-05,6.902863763255425e-05,6.215937091431825e-05,5.629815533535187e-05,5.096907543190486e-05,4.610187798151084e-05,4.1594472205910125e-05,3.737102147191445e-05,3.343876645454546e-05,2.9715805959952974e-05,2.6270532571238128e-05,2.3009917634065264e-05,2.0018277510986664e-05,1.7172465434208536e-05,1.4555200699199451e-05,1.2116536658232156e-05,9.948860074276073e-06,8.038063840188202e-06,6.395298318533307e-06,5.054290771029958e-06,3.994948594446578e-06,3.190839353203908e-06,2.5968630929645546e-06,2.157919061890294e-06,1.8280377205441913e-06,1.578681987810736e-06,1.384120989044601e-06,1.2286903694806424e-06,1.1034741060276787e-06,1.0004039879079773e-06,9.146493713073337e-07,8.417449891101673e-07,7.790834958505909e-07,7.250917641848661e-07,6.779512394837283e-07,6.364584357306719e-07,5.996715677338946e-07,5.668485198465167e-07,5.372308799815882e-07,5.106506517523094e-07
6,0.00010170930324910918,0.00010261613416128945,0.00010323305389704597,0.00010356463825610705,0.00010346779813436516,0.00010278926912189924,0.00010136793448392612,9.891593474521978e-05,9.538938680684227e-05,9.001258594448242e-05,8.306478722630722e-05,7.521675970850283e-05,6.800282383412463e-05,6.129712254989962e-05,5.555236581343802e-05,5.0322210983425585e-05,4.552549437350487e-05,4.108046219882504e-05,3.691346642985407e-05,3.299805808829379e-05,2.9353333074423685e-05,2.5950803639251717e-05,2.2731336824068348e-05,1.97413784823665e-05,1.697522117114295e-05,1.4356211249129005e-05,1.1996281659232526e-05,9.868863386300306e-06,7.989111223431496e-06,6.374724839621093e-06,5.055341342954317e-06,4.010180909651942e-06,3.213680980807689e-06,2.62246959363518e-06,2.183596812766475e-06,1.8525281382866875e-06,1.6015152942556094e-06,1.40523595333921e-06,1.2481739818167883e-06,1.1214658899066965e-06,1.0170604205609613e-06,9.301200370885187e-07,8.561647857396453e-07,7.925654573155323e-07,7.377433297279671e-07,6.898609828774504e-07,6.477028708958638e-07,6.103168963920145e-07,5.770163062260865e-07,5.47512257728285e-07
7,0.00010200418926522403,0.00010305045912972814,0.00010386627069194969,0.00010437152037459558,0.0001045784809691546,0.00010431873158297424,0.00010343276079871378,0.00010174405174159616,9.893534077969029e-05,9.49965855915161e-05,8.900639689498024e-05,8.166086117415651e-05,7.405230233029988e-05,6.667055708966358e-05,6.04409592950967e-05,5.480537529445381e-05,4.967260397213435e-05,4.494485402667698e-05,4.054547952511208e-05,3.6456256777739294e-05,3.258863015069338e-05,2.8997535180770536e-05,2.5607740772914334e-05,2.2453950055409675e-05,1.9506183500898524e-05,1.6778959580045053e-05,1.4198126712066792e-05,1.1878915880497766e-05,9.787461084839644e-06,7.938240369720118e-06,6.353981751680272e-06,5.055867537670797e-06,4.0246998328470025e-06,3.2358469140392593e-06,2.6474749855095706e-06,2.2088084351977446e-06,1.8766690234520703e-06,1.624088611680332e-06,1.4261559731988576e-06,1.2675058759246288e-06,1.1393433023223985e-06,1.03362713689736e-06,9.455587917582061e-07,8.705268134281893e-07,8.060001390842885e-07,7.50355709274538e-07,7.017378934451661e-07,6.589195197002639e-07,6.209384995963863e-07,5.871017077888108e-07
8,0.00010221735432556551,0.00010338614363573978,0.0001043511062458941,0.00010505285696384506,0.00010546274754480778,0.0001055513321843433,0.00010510341652342858,0.00010399560718709235,0.00010201523246263716,9.880642976953952e-05,9.475435153929779e-05,8.807131330365554e-05,8.03806087074547e-05,7.288654787241205e-05,6.56309526162166e-05,5.959350642272339e-05,5.406560618191387e-05,4.902391153230972e-05,4.436727108345562e-05,4.0038191006707994e-05,3.594883857914954e-05,3.2164555552213186e-05,2.8633582870479043e-05,2.5288540388259266e-05,2.2176938884267413e-05,1.9272273821665596e-05,1.6585193452459914e-05,1.4048946865498473e-05,1.1762739889996918e-05,9.705182100810594e-06,7.889932768825184e-06,6.333142889205414e-06,5.0559171979409416e-06,4.038544712886069e-06,3.2572912114732624e-06,2.671895835766053e-06,2.2335625513188455e-06,1.9004643400784633e-06,1.6464034759616471e-06,1.4468813831869198e-06,1.2867026196982262e-06,1.1571059002608145e-06,1.0501036224042093e-06,9.608870145136608e-07,8.848305883175046e-07,8.193871056501189e-07,7.629285179182517e-07,7.135816288606821e-07,6.701080797909106e-07,6.315361062694859e-07
9,0.00010235923808718362,0.00010363997113589795,0.00010473433031378276,0.00010561408755853018,0.0001062142817603981,0.00010653520176456394,0.00010644728542527794,0.00010581121336031868,0.00010446376157542685,0.00010216870822936512,9.900665327103702e-05,9.389439384724611e-05,8.695437458707733e-05,7.920925724347378e-05,7.175170897462133e-05,6.472793352134437e-05,5.875389788857516e-05,5.3329572640761073e-05,4.837643458300259e-05,4.380102295501039e-05,3.951916603557814e-05,3.548891392734753e-05,3.175427794790688e-05,2.8270084821691953e-05,2.4968864605651026e-05,2.1901589812683627e-05,1.9039284821342877e-05,1.638292248045111e-05,1.3890991048310273e-05,1.1649190907635235e-05,9.624990323892278e-06,7.842108265827964e-06,6.312250490157192e-06,5.06201090856159e-06,4.051752496236721e-06,3.278077422972505e-06,2.6957483502656957e-06,2.257867756359588e-06,1.923918147870077e-06,1.6682957338973912e-06,1.4674126076296259e-06,1.3057340764523353e-06,1.1747532900662815e-06,1.0664893989234389e-06,9.761427533248014e-07,8.990756533641049e-07,8.327259353165313e-07,7.754613755736293e-07,7.253918511690656e-07,6.812682544160583e-07
10,0.00010244844185988891,0.00010381448212158549,0.00010502858410137294,0.00010604404534019699,0.00010683641598697359,0.00010732457113152087,0.00010752208559346944,0.00010727925808023122,0.0001064345402490504,0.00010484042149741315,0.0001022019788884932,9.850550264671951e-05,9.298547843599828e-05,8.56712776453602e-05,7.793434454864237e-05,7.059640824953894e-05,6.377036622816202e-05,5.792006363021405e-05,5.260695688749278e-05,4.77349638707235e-05,4.3204535481199145e-05,3.894884841057845e-05,3.5033811094322004e-05,3.134684231107389e-05,2.7907623260166332e-05,2.469599081514194e-05,2.1628096430659417e-05,1.8815534656371986e-05,1.6192083723627332e-05,1.3740429145998332e-05,1.1534572472152385e-05,9.546510305874177e-06,7.79465955668358e-06,6.298104293315183e-06,5.06103260171452e-06,4.064357878195692e-06,3.298231052242078e-06,2.7190483374804473e-06,2.2817326207532294e-06,1.9470345913546243e-06,1.6901079938268524e-06,1.4877501590856775e-06,1.3254796962575671e-06,1.192285127141657e-06,1.082784021997613e-06,9.91325550240941e-07,9.13278306246911e-07,8.460162234234261e-07,7.879539157126916e-07,7.371682350450795e-07
11,0.00010248384616749403,0.00010393210066535999,0.0001052429568646878,0.00010638264567748403,0.0001073174148187645,0.0001080118552336603,0.00010838978689780643,0.00010845493182170312,0.00010804351815588817,0.00010698746163078264,0.00010511202731567352,0.00010210049475161693,9.81810882535273e-05,9.193203936983649e-05,8.440437492537181e-05,7.6638132061428e-05,6.91334772028981e-05,6.283354198640575e-05,5.709008977787774e-05,5.189925075010585e-05,4.708550475713464e-05,4.263520506613636e-05,3.843720761628823e-05,3.457562637933081e-05,3.0938018803355846e-05,2.754673545522909e-05,2.438056916564745e-05,2.1356426037696858e-05,1.8585956421206995e-05,1.600331462501073e-05,1.3591977844782369e-05,1.1416253314903176e-05,9.46972827730839e-06,7.747939224611192e-06,6.277197217891091e-06,5.059699609583359e-06,4.076393447554707e-06,3.3177765208412593e-06,2.741811233215206e-06,2.3051656741437984e-06,1.9714682782106474e-06,1.7116671085846998e-06,1.5078946312531636e-06,1.344217882030206e-06,1.2097011162717846e-06,1.0989870855339167e-06,1.0064349674847742e-06,9.274044009607853e-07,8.59257578861582e-07,8.004057854220406e-07
12,0.00010247015083368987,0.00010399328857290654,0.0001053882190192772,0.0001066348250475574,0.00010769902331120843,0.00010854901763286089,0.0001091276581807508,0.00010940346313595927,0.00010934834838048834,0.00010873580789836101,0.00010745045575413931,0.00010528157314142437,0.00010185582857100383,9.764438747541856e-05,9.079444252335215e-05,8.298811085304357e-05,7.537060678390875e-05,6.805684751586092e-05,6.189808463578975e-05,5.6272134919245304e-05,5.1178655662576814e-05,4.6443431929406645e-05,4.1997144884196164e-05,3.7926918632812196e-05,3.4102957493169366e-05,3.054053216477434e-05,2.716365113938581e-05,2.4067699612885265e-05,2.110947679866447e-05,1.835883685116622e-05,1.5816788081388392e-05,1.3445308547546732e-05,1.1308016971305262e-05,9.393738598038226e-06,7.70183953076782e-06,6.256370873733762e-06,5.054916563345977e-06,4.08788981369176e-06,3.3367372210257244e-06,2.764052074847119e-06,2.328175375486727e-06,1.9939286008515786e-06,1.732974991969373e-06,1.5278549416282004e-06,1.3628075335788185e-06,1.2270010065622206e-06,1.1150982147845552e-06,1.021470600466407e-06,9.414705237313268e-07,8.727199982288027e-07
13,0.00010242258870673522,0.00010401486305481931,0.00010548145954777555,0.0001068122733463771,0.0001079959686870502,0.00010897985620776674,0.0001097483055512073,0.00011021295894429983,0.00011039841085310332,0.00011016011498998765,0.00010935962018620994,0.00010781818598061448,0.00010531567952054806,0.00010195993985670089,9.661752821035167e-05,8.947458199638237e-05,8.168601494292617e-05,7.411338674527879e-05,6.700158371803499e-05,6.095591608990184e-05,5.546253653670083e-05,5.0462119118836206e-05,4.580671841969758e-05,4.143050703917087e-05,3.741885672803721e-05,3.365109954680045e-05,3.0136534818470137e-05,2.6807689622402738e-05,2.375714790380742e-05,2.0821607149552984e-05,1.813436414522155e-05,1.563261284557913e-05,1.3300354318697991e-05,1.1201339741318933e-05,9.318861993120953e-06,7.656392189207892e-06,6.235656413905308e-06,5.0529780913490496e-06,4.098875750395435e-06,3.355135544944142e-06,2.785785513832289e-06,2.350770125278126e-06,2.016064633283349e-06,1.7540336359674563e-06,1.547614947163981e-06,1.3812487540405812e-06,1.244184594997758e-06,1.1311170722725313e-06,1.036024412551146e-06,9.554762870650355e-07
14,0.00010233793031944192,0.00010398059499283582,0.00010552180293532896,0.00010693529460488155,0.00010821090318155457,0.0001093227542863453,0.00011022406829079096,0.00011089907385770815,0.00011125059119978198,0.00011130645501022044,0.00011090447508411866,0.00010988163385986001,0.00010808851365960464,0.00010523124395722333,0.00010132438973856697,9.560440439361803e-05,8.813715140672993e-05,8.029928905636901e-05,7.28707066971912e-05,6.595287822165746e-05,6.004110706130455e-05,5.467318474270591e-05,4.97517010303288e-05,4.5164987437128066e-05,4.086746050324138e-05,3.691820525262883e-05,3.3200038894413264e-05,2.9735394768068714e-05,2.6453672510977786e-05,2.340542798166167e-05,2.056039221221973e-05,1.7912772166247352e-05,1.540169213701778e-05,1.3158058563807419e-05,1.1094795232002325e-05,9.245065322873198e-06,7.611623061177378e-06,6.215414587360652e-06,5.0507890558483626e-06,4.109378279678858e-06,3.372992932457787e-06,2.8070258192836456e-06,2.3729582364311187e-06,2.037880757207644e-06,1.7748451058471532e-06,1.5671841047385078e-06,1.3995417029489731e-06,1.2612517203144708e-06,1.1470433509153247e-06,1.050910183137905e-06
15,0.00010222284172518,0.00010392341262913633,0.00010551631509004512,0.000107004911188677,0.0001083665964567399,0.0001095769846490876,0.00011060907289622715,0.00011143365612918209,0.00011198959092731239,0.00011224269122459206,0.00011215589502619263,0.00011158142066626337,0.00011033598089073912,0.00010825245664395327,0.00010501212857971863,0.00010083276467450538,9.413034593564728e-05,8.675435495370617e-05,7.889095894567251e-05,7.131359135428824e-05,6.492634510142788e-05,5.914254918774638e-05,5.388380097354935e-05,4.903088751160752e-05,4.449682296510005e-05,4.0307847421651886e-05,3.6416266527652316e-05,3.2751253687763734e-05,2.933754138870594e-05,2.6104666934452847e-05,2.3101583473142914e-05,2.0299951513879322e-05,1.7694133863943927e-05,1.523065711904437e-05,1.301876485436682e-05,1.0990080940023157e-05,9.172575212549698e-06,7.567552756284922e-06,6.195113426293894e-06,5.048374506774388e-06,4.118240956284662e-06,3.3903298985318903e-06,2.827786864925468e-06,2.3947479326197998e-06,2.059381381487653e-06,1.7954115362154902e-06,1.5865633032794694e-06,1.417686598624426e-06,1.278202265725301e-06,1.1628767763305647e-06
